# Postprocessed results of turbulent pipe flow 
# Velocity fluctuations 
# ------------------------------------------------------------------
# uTau = 0.0241079 
# nu = 1.20482e-05 
# ------------------------------------------------------------------
# r	 1-r	 y+	 urur	 utut	 uzuz	 urut	 uruz	 utuz	 
# ------------------------------------------------------------------
0.973989378622450	0.0260106213775499	52.0691245118455	1.11586666437806	2.39355094516993	5.42410865438441	5.72775600000000e-05	-0.928222659877851	-0.00332079168033619
0.973357166023145	0.0266428339768550	53.3347135215561	1.12519389703404	2.38982043408668	5.37552489243170	6.46903700000000e-05	-0.928924221732077	-0.00333850300223970
0.972717628952531	0.0272823710474690	54.6149649571672	1.13398705167636	2.38569222505584	5.32925480782172	6.71168300000000e-05	-0.929539094806426	-0.00335412774023097
0.972070778187083	0.0279292218129170	55.9098572458906	1.14226620573691	2.38119112173475	5.28520275428943	7.06201800000000e-05	-0.930073744042847	-0.00336753234933306
0.971416624612461	0.0285833753875390	57.2193685963675	1.15005146660841	2.37634128903703	5.24327313172620	7.71373000000000e-05	-0.930534052646974	-0.00337905697017497
0.970755179223280	0.0292448207767200	58.5434769991287	1.15736295012986	2.37116578320460	5.20337040438523	7.76497400000000e-05	-0.930925300482972	-0.00338970618380849
0.970086453122898	0.0299135468771020	59.8821602270183	1.16422069911690	2.36568649892281	5.16539988210276	7.62874800000000e-05	-0.931252208025537	-0.00340076556703938
0.969410457523182	0.0305895424768180	61.2353958356628	1.17064458223825	2.35992444605735	5.12926864215811	8.28381200000000e-05	-0.931519090446995	-0.00341301233791685
0.968727203744291	0.0312727962557090	62.6031611639057	1.17665421540122	2.35389969401058	5.09488581530663	8.80811900000000e-05	-0.931729916415825	-0.00342635439239293
0.968036703214443	0.0319632967855570	63.9854333342730	1.18226890513689	2.34763094514607	5.06216291001532	8.29973600000000e-05	-0.931888304936453	-0.00344023922133690
0.967338967469691	0.0326610325303091	65.3821892534230	1.18750759856800	2.34113557587424	5.03101448429317	8.41444300000000e-05	-0.931997511690172	-0.00345436266222134
0.966634008153692	0.0333659918463080	66.7934056126067	1.19238880186714	2.33443032409370	5.00135866016218	7.52461900000000e-05	-0.932060490315299	-0.00346916739019813
0.965921837017476	0.0340781629825240	68.2190588881328	1.19693051612600	2.32753182826122	4.97311714148754	8.18972700000000e-05	-0.932080076213313	-0.00348580541535063
0.965202465919214	0.0347975340807860	69.6591253418300	1.20115019164891	2.32045682715538	4.94621442851103	8.26384400000000e-05	-0.932059040116523	-0.00350539244840737
0.964475906823987	0.0355240931760130	71.1135810215102	1.20506474559637	2.31322207612589	4.92057696005842	8.62957300000000e-05	-0.931999957691809	-0.00352823223448842
0.963742171803546	0.0362578281964540	72.5824017614490	1.20869059190777	2.30584401778197	4.89613316351575	8.08282900000000e-05	-0.931905063802928	-0.00355385642345931
